id,vertex,lat,lon,name,localityName,code,direction,description,locationType,locationSubType,wheelchairBoarding,routeIds,stopColorType,style,parentStationId,type
BKK_F01207,BKK:BKK_F01207,47.489594,19.076707,Horváth Mihály tér,1082,F01207,-81,3705,0,,True,"['BKK_4720', 'BKK_4830', 'BKK_0090', 'BKK_9090']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CSF01207,TROLLEYBUS
BKK_F01227,BKK:BKK_F01227,47.486459,19.092561,Golgota tér,1089,F01227,174,3745,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01227,BUS
BKK_F01226,BKK:BKK_F01226,47.486423,19.092866,Golgota tér,1089,F01226,-13,3743,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01227,BUS
BKK_F01225,BKK:BKK_F01225,47.488403,19.08825,Csobánc utca,1086,F01225,82,3741,0,,True,['BKK_4720'],BUS,{'colors': ['E41F18']},BKK_CSF01225,TROLLEYBUS
BKK_F01224,BKK:BKK_F01224,47.488791,19.085371,Kálvária tér,1089,F01224,78,3739,0,,True,"['BKK_4720', 'BKK_4830', 'BKK_0090', 'BKK_9090', 'BKK_9091']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CSF01221,TROLLEYBUS
BKK_F01223,BKK:BKK_F01223,47.48889,19.085146,Kálvária tér,1089,F01223,-109,3737,0,,True,"['BKK_4720', 'BKK_4830', 'BKK_0090', 'BKK_9090']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CSF01221,TROLLEYBUS
BKK_F01222,BKK:BKK_F01222,47.489525,19.086089,Kálvária tér,1086,F01222,147,3735,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01221,BUS
BKK_F01221,BKK:BKK_F01221,47.489912,19.085917,Kálvária tér,1086,F01221,-24,3733,0,,True,['BKK_0990'],BUS,{'colors': ['009EE3']},BKK_CSF01221,BUS
BKK_F01220,BKK:BKK_F01220,47.490273,19.090204,Orczy tér,1086,F01220,-41,3731,0,,True,"['BKK_3230', 'BKK_3240', 'BKK_3280', 'BKK_3281', 'BKK_3620']",BUS,{'colors': ['FFD800']},BKK_CSF01217,TRAM
BKK_F01229,BKK:BKK_F01229,47.485469,19.092919,Golgota tér,1089,F01229,-6,3749,0,,True,"['BKK_3230', 'BKK_3240']",BUS,{'colors': ['FFD800']},BKK_CSF01227,TRAM
